ID,gpt_4_generated_summaries,gpt_4_tags
78,"""Tom and Ella are traveling by a rented car for speed, as confirmed to Mary."""
79,"""Mary, Tom, and Ella discuss their travel plans, deciding to use a rented car for speed and convenience."""
80,"""Tom and Ella are traveling by a rented car for speed and convenience, as confirmed to Mary."""
81,"""Tom and Ella are traveling by a rented car for speed and convenience, as confirmed in their conversation with Mary."""
82,"""Tom and Ella are traveling by a rented car for speed, as confirmed in their conversation with Mary."""
83,"""Tom and Ella are traveling by a rented car for speed and convenience, as confirmed to Mary."""
84,"""Luke joins Paul's Netflix family and agrees to wire monthly payments. Paul is currently on holiday but leaving soon."""
85,"""Luke joins Paul's Netflix family and agrees to wire monthly payments. Paul is currently on holiday but leaving soon."""
86,"""Luke joins Paul's Netflix family and agrees to wire monthly payments. Paul is currently on a holiday that's ending soon."""
87,"""Luke joins Paul's Netflix family and agrees to wire monthly payments. Paul is currently on holiday but leaving soon."""
88,"""Luke joins Paul's Netflix family and agrees to wire monthly payments. Paul is currently on holiday but leaving soon."""
89,"""Luke joins Paul's Netflix family and agrees to wire monthly payments. Paul is currently on a holiday that's ending soon."""
90,"""Greg and Betsy both have to work late, creating a conflict about who will pick up their son Johnny from kindergarten."""
91,"""Greg and Betsy both have to work late, creating a conflict about who will pick up their son Johnny from kindergarten."""
92,"""Greg and Betsy both have to work late, creating a conflict about who will pick up their son Johnny from kindergarten."""
93,"""Greg and Betsy both have to work late, creating a conflict about who will pick up their son Johnny from kindergarten."""
94,"""Greg and Betsy both have to work late, creating a conflict about who will pick up their son Johnny from kindergarten."""
95,"""Greg and Betsy both have to work late, creating a conflict about who will pick up their son Johnny from kindergarten."""
96,"""Ethan, Toby, and Marshall are teasing Scott, who responds defensively. The group shares a humorous dynamic."""
97,"""Ethan, Toby, and Marshall are teasing Scott, who responds defensively. The group shares a humorous dynamic."""
98,"""Ethan, Toby, and Marshall are teasing Scott, who responds with annoyance."""
99,"""Ethan, Toby, and Marshall are teasing Scott, who responds defensively. The group shares a humorous dynamic."""
